"Name","State","Notes","User","Tags","Created","Runtime","Sweep","global_config.LR","global_config.batch_size","global_config.epochs","global_config.hidden_layers","global_config.min_delta","global_config.n_runs","global_config.patience","k-hops","model","source-assortativity","source-avg_clustering_coefficient","source-dataset","source-edges","source-nodes","source-transitivity","target-assortativity","target-avg_clustering_coefficient","target-dataset","target-edges","target-nodes","target-transitivity","% Difference","-early-stopping-epoch","-training-loss","-validation-loss","source-classifier-accuracy","target-classifier-accuracy"
"triangle-k3-3","finished","-","niklasdewally","","2023-06-06T09:44:45.000Z","513","","0.01","50","100","32","0.01","20","10","3","triangle","-0.22479390365950935","0.5392721549504013","europe","5995","399","0.3336572559883388","-0.23919103725632007","0.6363550051815452","brazil","1074","131","0.44974650483945305","32.583366813981534","22","-9.022891998291016","1.258336305618286","0.57","0.7557251908396947"
"triangle-k3-2","finished","-","niklasdewally","","2023-06-06T09:34:20.000Z","623","","0.01","50","100","32","0.01","20","10","3","triangle","-0.22479390365950935","0.5392721549504013","europe","5995","399","0.3336572559883388","-0.23919103725632007","0.6363550051815452","brazil","1074","131","0.44974650483945305","64.04092902387526","49","-9.04757022857666","-0.9082810282707214","0.47","0.7709923664122137"
"triangle-k3-1","finished","-","niklasdewally","","2023-06-06T09:21:33.000Z","765","","0.01","50","100","32","0.01","20","10","3","triangle","-0.22479390365950935","0.5392721549504013","europe","5995","399","0.3336572559883388","-0.23919103725632007","0.6363550051815452","brazil","1074","131","0.44974650483945305","50.93684941013185","86","-9.31644058227539","-1.112238883972168","0.44","0.6641221374045801"
"triangle-k3-0","finished","-","niklasdewally","","2023-06-06T09:11:14.000Z","616","","0.01","50","100","32","0.01","20","10","3","triangle","-0.22479390365950935","0.5392721549504013","europe","5995","399","0.3336572559883388","-0.23919103725632007","0.6363550051815452","brazil","1074","131","0.44974650483945305","25.887237176911754","48","-9.37114715576172","-0.9615651369094848","0.57","0.7175572519083969"
"triangle-k2-19","finished","-","niklasdewally","","2023-06-06T09:03:48.000Z","444","","0.01","50","100","32","0.01","20","10","2","triangle","-0.22479390365950935","0.5392721549504013","europe","5995","399","0.3336572559883388","-0.23919103725632007","0.6363550051815452","brazil","1074","131","0.44974650483945305","60.79259379567973","22","-7.949888229370117","9.88940143585205","0.47","0.7557251908396947"
"triangle-k2-18","finished","-","niklasdewally","","2023-06-06T08:56:25.000Z","440","","0.01","50","100","32","0.01","20","10","2","triangle","-0.22479390365950935","0.5392721549504013","europe","5995","399","0.3336572559883388","-0.23919103725632007","0.6363550051815452","brazil","1074","131","0.44974650483945305","50.80990504561535","18","-7.887989044189453","-0.9238623380661012","0.41","0.6183206106870229"
"triangle-k2-17","finished","-","niklasdewally","","2023-06-06T08:49:02.000Z","441","","0.01","50","100","32","0.01","20","10","2","triangle","-0.22479390365950935","0.5392721549504013","europe","5995","399","0.3336572559883388","-0.23919103725632007","0.6363550051815452","brazil","1074","131","0.44974650483945305","38.3587786259542","19","-7.657539367675781","0.15467756986618042","0.48","0.6641221374045801"
"triangle-k2-16","finished","-","niklasdewally","","2023-06-06T08:41:33.000Z","446","","0.01","50","100","32","0.01","20","10","2","triangle","-0.22479390365950935","0.5392721549504013","europe","5995","399","0.3336572559883388","-0.23919103725632007","0.6363550051815452","brazil","1074","131","0.44974650483945305","49.55600560835021","20","-7.964786529541016","-0.33950358629226685","0.49","0.732824427480916"
"triangle-k2-15","finished","-","niklasdewally","","2023-06-06T08:34:15.000Z","436","","0.01","50","100","32","0.01","20","10","2","triangle","-0.22479390365950935","0.5392721549504013","europe","5995","399","0.3336572559883388","-0.23919103725632007","0.6363550051815452","brazil","1074","131","0.44974650483945305","59.77276761938577","17","-7.700050354003906","-0.8097888231277466","0.43","0.6870229007633588"
"triangle-k2-14","finished","-","niklasdewally","","2023-06-06T08:27:02.000Z","431","","0.01","50","100","32","0.01","20","10","2","triangle","-0.22479390365950935","0.5392721549504013","europe","5995","399","0.3336572559883388","-0.23919103725632007","0.6363550051815452","brazil","1074","131","0.44974650483945305","9.219025249559593","15","-7.814262390136719","0.6090970635414124","0.65","0.7099236641221374"
"triangle-k2-13","finished","-","niklasdewally","","2023-06-06T08:18:52.000Z","488","","0.01","50","100","32","0.01","20","10","2","triangle","-0.22479390365950935","0.5392721549504013","europe","5995","399","0.3336572559883388","-0.23919103725632007","0.6363550051815452","brazil","1074","131","0.44974650483945305","59.61138098542678","44","-7.879851341247559","-0.907197654247284","0.44","0.7022900763358778"
"triangle-k2-12","finished","-","niklasdewally","","2023-06-06T08:11:12.000Z","458","","0.01","50","100","32","0.01","20","10","2","triangle","-0.22479390365950935","0.5392721549504013","europe","5995","399","0.3336572559883388","-0.23919103725632007","0.6363550051815452","brazil","1074","131","0.44974650483945305","22.137404580152676","30","-8.006729125976562","-1.0126335620880127","0.6","0.732824427480916"
"triangle-k2-11","finished","-","niklasdewally","","2023-06-06T08:03:50.000Z","439","","0.01","50","100","32","0.01","20","10","2","triangle","-0.22479390365950935","0.5392721549504013","europe","5995","399","0.3336572559883388","-0.23919103725632007","0.6363550051815452","brazil","1074","131","0.44974650483945305","4.094378903539192","19","-7.951535224914551","-0.8410881161689758","0.55","0.5725190839694656"
"triangle-k2-10","finished","-","niklasdewally","","2023-06-06T07:56:12.000Z","456","","0.01","50","100","32","0.01","20","10","2","triangle","-0.22479390365950935","0.5392721549504013","europe","5995","399","0.3336572559883388","-0.23919103725632007","0.6363550051815452","brazil","1074","131","0.44974650483945305","59.61138098542678","27","-7.853274822235107","-0.6377964615821838","0.44","0.7022900763358778"
"triangle-k2-9","finished","-","niklasdewally","","2023-06-06T07:48:11.000Z","479","","0.01","50","100","32","0.01","20","10","2","triangle","-0.22479390365950935","0.5392721549504013","europe","5995","399","0.3336572559883388","-0.23919103725632007","0.6363550051815452","brazil","1074","131","0.44974650483945305","19.032216328114888","39","-7.851299285888672","-0.9368739128112792","0.59","0.7022900763358778"
"triangle-k2-8","finished","-","niklasdewally","","2023-06-06T07:40:30.000Z","459","","0.01","50","100","32","0.01","20","10","2","triangle","-0.22479390365950935","0.5392721549504013","europe","5995","399","0.3336572559883388","-0.23919103725632007","0.6363550051815452","brazil","1074","131","0.44974650483945305","68.64903248712942","29","-7.283724784851074","-0.7479849457740784","0.43","0.7251908396946565"
"triangle-k2-7","finished","-","niklasdewally","","2023-06-06T07:32:57.000Z","451","","0.01","50","100","32","0.01","20","10","2","triangle","-0.22479390365950935","0.5392721549504013","europe","5995","399","0.3336572559883388","-0.23919103725632007","0.6363550051815452","brazil","1074","131","0.44974650483945305","23.20878532208383","25","-7.654368400573731","33.697269439697266","0.57","0.7022900763358778"
"triangle-k2-6","finished","-","niklasdewally","","2023-06-06T07:25:36.000Z","439","","0.01","50","100","32","0.01","20","10","2","triangle","-0.22479390365950935","0.5392721549504013","europe","5995","399","0.3336572559883388","-0.23919103725632007","0.6363550051815452","brazil","1074","131","0.44974650483945305","2.6585943669386736","18","-7.79300594329834","4.361213207244873","0.58","0.5954198473282443"
"triangle-k2-5","finished","-","niklasdewally","","2023-06-06T07:18:11.000Z","443","","0.01","50","100","32","0.01","20","10","2","triangle","-0.22479390365950935","0.5392721549504013","europe","5995","399","0.3336572559883388","-0.23919103725632007","0.6363550051815452","brazil","1074","131","0.44974650483945305","55.920090953386406","20","-8.041447639465332","-0.9010222554206848","0.47","0.732824427480916"
"triangle-k2-4","finished","-","niklasdewally","","2023-06-06T07:10:56.000Z","432","","0.01","50","100","32","0.01","20","10","2","triangle","-0.22479390365950935","0.5392721549504013","europe","5995","399","0.3336572559883388","-0.23919103725632007","0.6363550051815452","brazil","1074","131","0.44974650483945305","52.67175572519084","15","-7.8364715576171875","2.9217119216918945","0.47","0.7175572519083969"
"triangle-k2-3","finished","-","niklasdewally","","2023-06-06T07:03:39.000Z","435","","0.01","50","100","32","0.01","20","10","2","triangle","-0.22479390365950935","0.5392721549504013","europe","5995","399","0.3336572559883388","-0.23919103725632007","0.6363550051815452","brazil","1074","131","0.44974650483945305","23.889375547490936","16","-7.872226715087891","-0.876695454120636","0.61","0.7557251908396947"
"triangle-k2-2","finished","-","niklasdewally","","2023-06-06T06:56:11.000Z","446","","0.01","50","100","32","0.01","20","10","2","triangle","-0.22479390365950935","0.5392721549504013","europe","5995","399","0.3336572559883388","-0.23919103725632007","0.6363550051815452","brazil","1074","131","0.44974650483945305","25.812835736499856","22","-7.818176746368408","-0.8941777348518372","0.54","0.6793893129770993"
"triangle-k2-1","finished","-","niklasdewally","","2023-06-06T06:49:05.000Z","424","","0.01","50","100","32","0.01","20","10","2","triangle","-0.22479390365950935","0.5392721549504013","europe","5995","399","0.3336572559883388","-0.23919103725632007","0.6363550051815452","brazil","1074","131","0.44974650483945305","65.39440203562343","12","-7.56859016418457","-0.8693000078201294","0.42","0.6946564885496184"
"triangle-k2-0","finished","-","niklasdewally","","2023-06-06T06:41:16.000Z","466","","0.01","50","100","32","0.01","20","10","2","triangle","-0.22479390365950935","0.5392721549504013","europe","5995","399","0.3336572559883388","-0.23919103725632007","0.6363550051815452","brazil","1074","131","0.44974650483945305","22.91370164316212","33","-7.95096492767334","-0.9841222763061525","0.59","0.7251908396946565"
"triangle-k1-19","finished","-","niklasdewally","","2023-06-06T06:34:43.000Z","391","","0.01","50","100","32","0.01","20","10","1","triangle","-0.22479390365950935","0.5392721549504013","europe","5995","399","0.3336572559883388","-0.23919103725632007","0.6363550051815452","brazil","1074","131","0.44974650483945305","40.69750037419547","8","-4.336078643798828","-0.6235255002975464","0.51","0.7175572519083969"
"triangle-k1-18","finished","-","niklasdewally","","2023-06-06T06:28:01.000Z","399","","0.01","50","100","32","0.01","20","10","1","triangle","-0.22479390365950935","0.5392721549504013","europe","5995","399","0.3336572559883388","-0.23919103725632007","0.6363550051815452","brazil","1074","131","0.44974650483945305","36.01665510062456","26","-4.504941940307617","-0.6063024997711182","0.55","0.7480916030534351"
"triangle-k1-17","finished","-","niklasdewally","","2023-06-06T06:21:24.000Z","395","","0.01","50","100","32","0.01","20","10","1","triangle","-0.22479390365950935","0.5392721549504013","europe","5995","399","0.3336572559883388","-0.23919103725632007","0.6363550051815452","brazil","1074","131","0.44974650483945305","82.85105627551927","15","-4.430550575256348","-0.5059813261032104","0.43","0.7862595419847328"
"triangle-k1-16","finished","-","niklasdewally","","2023-06-06T06:14:54.000Z","388","","0.01","50","100","32","0.01","20","10","1","triangle","-0.22479390365950935","0.5392721549504013","europe","5995","399","0.3336572559883388","-0.23919103725632007","0.6363550051815452","brazil","1074","131","0.44974650483945305","93.93439240767484","9","-4.2435407638549805","-0.496515154838562","0.37","0.7175572519083969"
"triangle-k1-15","finished","-","niklasdewally","","2023-06-06T06:08:22.000Z","390","","0.01","50","100","32","0.01","20","10","1","triangle","-0.22479390365950935","0.5392721549504013","europe","5995","399","0.3336572559883388","-0.23919103725632007","0.6363550051815452","brazil","1074","131","0.44974650483945305","42.26231783483693","10","-4.759472846984863","-0.6415519714355469","0.44","0.6259541984732825"
"triangle-k1-14","finished","-","niklasdewally","","2023-06-06T06:01:49.000Z","390","","0.01","50","100","32","0.01","20","10","1","triangle","-0.22479390365950935","0.5392721549504013","europe","5995","399","0.3336572559883388","-0.23919103725632007","0.6363550051815452","brazil","1074","131","0.44974650483945305","64.5462256149279","12","-4.820980548858643","-0.4658309817314148","0.45","0.7404580152671756"
"triangle-k1-13","finished","-","niklasdewally","","2023-06-06T05:55:17.000Z","390","","0.01","50","100","32","0.01","20","10","1","triangle","-0.22479390365950935","0.5392721549504013","europe","5995","399","0.3336572559883388","-0.23919103725632007","0.6363550051815452","brazil","1074","131","0.44974650483945305","40.45801526717556","10","-4.520229816436768","-0.443643182516098","0.5","0.7022900763358778"
"triangle-k1-12","finished","-","niklasdewally","","2023-06-06T05:48:47.000Z","388","","0.01","50","100","32","0.01","20","10","1","triangle","-0.22479390365950935","0.5392721549504013","europe","5995","399","0.3336572559883388","-0.23919103725632007","0.6363550051815452","brazil","1074","131","0.44974650483945305","92.84853354760948","6","-4.630139350891113","-0.5088235139846802","0.38","0.732824427480916"
"triangle-k1-11","finished","-","niklasdewally","","2023-06-06T05:42:12.000Z","393","","0.01","50","100","32","0.01","20","10","1","triangle","-0.22479390365950935","0.5392721549504013","europe","5995","399","0.3336572559883388","-0.23919103725632007","0.6363550051815452","brazil","1074","131","0.44974650483945305","42.58965864899899","15","-4.6866350173950195","-0.4990669488906861","0.53","0.7557251908396947"
"triangle-k1-10","finished","-","niklasdewally","","2023-06-06T05:35:39.000Z","391","","0.01","50","100","32","0.01","20","10","1","triangle","-0.22479390365950935","0.5392721549504013","europe","5995","399","0.3336572559883388","-0.23919103725632007","0.6363550051815452","brazil","1074","131","0.44974650483945305","33.9225927413955","11","-4.451472759246826","-0.5499215126037598","0.57","0.7633587786259542"
"triangle-k1-9","finished","-","niklasdewally","","2023-06-06T05:29:02.000Z","395","","0.01","50","100","32","0.01","20","10","1","triangle","-0.22479390365950935","0.5392721549504013","europe","5995","399","0.3336572559883388","-0.23919103725632007","0.6363550051815452","brazil","1074","131","0.44974650483945305","45.187846130818734","21","-4.898732662200928","-0.5183168053627014","0.51","0.7404580152671756"
"triangle-k1-8","finished","-","niklasdewally","","2023-06-06T05:22:30.000Z","390","","0.01","50","100","32","0.01","20","10","1","triangle","-0.22479390365950935","0.5392721549504013","europe","5995","399","0.3336572559883388","-0.23919103725632007","0.6363550051815452","brazil","1074","131","0.44974650483945305","20.98516491430216","10","-4.902347087860107","-0.5011628270149231","0.53","0.6412213740458015"
"triangle-k1-7","finished","-","niklasdewally","","2023-06-06T05:15:47.000Z","400","","0.01","50","100","32","0.01","20","10","1","triangle","-0.22479390365950935","0.5392721549504013","europe","5995","399","0.3336572559883388","-0.23919103725632007","0.6363550051815452","brazil","1074","131","0.44974650483945305","36.52378156194949","21","-4.704955101013184","-0.2902803122997284","0.52","0.7099236641221374"
"triangle-k1-6","finished","-","niklasdewally","","2023-06-06T05:09:02.000Z","403","","0.01","50","100","32","0.01","20","10","1","triangle","-0.22479390365950935","0.5392721549504013","europe","5995","399","0.3336572559883388","-0.23919103725632007","0.6363550051815452","brazil","1074","131","0.44974650483945305","38.53548204693242","31","-4.716399669647217","-0.552096962928772","0.54","0.7480916030534351"
"triangle-k1-5","finished","-","niklasdewally","","2023-06-06T05:02:28.000Z","392","","0.01","50","100","32","0.01","20","10","1","triangle","-0.22479390365950935","0.5392721549504013","europe","5995","399","0.3336572559883388","-0.23919103725632007","0.6363550051815452","brazil","1074","131","0.44974650483945305","24.232899266576847","16","-5.113916873931885","-0.47792401909828186","0.51","0.6335877862595419"
"triangle-k1-4","finished","-","niklasdewally","","2023-06-06T04:55:40.000Z","405","","0.01","50","100","32","0.01","20","10","1","triangle","-0.22479390365950935","0.5392721549504013","europe","5995","399","0.3336572559883388","-0.23919103725632007","0.6363550051815452","brazil","1074","131","0.44974650483945305","44.7201017811705","32","-4.813234329223633","-0.5637946724891663","0.48","0.6946564885496184"
"triangle-k1-3","finished","-","niklasdewally","","2023-06-06T04:49:02.000Z","396","","0.01","50","100","32","0.01","20","10","1","triangle","-0.22479390365950935","0.5392721549504013","europe","5995","399","0.3336572559883388","-0.23919103725632007","0.6363550051815452","brazil","1074","131","0.44974650483945305","43.69106421194432","18","-4.852641582489014","-0.19916510581970215","0.51","0.732824427480916"
"triangle-k1-2","finished","-","niklasdewally","","2023-06-06T04:42:26.000Z","394","","0.01","50","100","32","0.01","20","10","1","triangle","-0.22479390365950935","0.5392721549504013","europe","5995","399","0.3336572559883388","-0.23919103725632007","0.6363550051815452","brazil","1074","131","0.44974650483945305","42.39577216676453","17","-4.467219829559326","-0.43921902775764465","0.52","0.7404580152671756"
"triangle-k1-1","finished","-","niklasdewally","","2023-06-06T04:35:47.000Z","397","","0.01","50","100","32","0.01","20","10","1","triangle","-0.22479390365950935","0.5392721549504013","europe","5995","399","0.3336572559883388","-0.23919103725632007","0.6363550051815452","brazil","1074","131","0.44974650483945305","39.94910941475827","18","-5.0722150802612305","-0.6312688589096069","0.54","0.7557251908396947"
"triangle-k1-0","finished","-","niklasdewally","","2023-06-06T04:29:16.000Z","389","","0.01","50","100","32","0.01","20","10","1","triangle","-0.22479390365950935","0.5392721549504013","europe","5995","399","0.3336572559883388","-0.23919103725632007","0.6363550051815452","brazil","1074","131","0.44974650483945305","14.50381679389313","10","-4.649044513702393","-0.4831364154815674","0.54","0.6183206106870229"
"egi-k1-19","finished","-","niklasdewally","","2023-06-06T04:28:55.000Z","19","","0.01","50","100","32","0.01","20","10","1","egi","-0.22479390365950935","0.5392721549504013","europe","5995","399","0.3336572559883388","-0.23919103725632007","0.6363550051815452","brazil","1074","131","0.44974650483945305","57.44274809160307","26","-0.910775661468506","-0.1359291672706604","0.48","0.7557251908396947"
"egi-k1-18","finished","-","niklasdewally","","2023-06-06T04:28:36.000Z","17","","0.01","50","100","32","0.01","20","10","1","egi","-0.22479390365950935","0.5392721549504013","europe","5995","399","0.3336572559883388","-0.23919103725632007","0.6363550051815452","brazil","1074","131","0.44974650483945305","66.24257845631891","15","-0.6983649134635925","-0.09357114136219025","0.45","0.7480916030534351"
"egi-k1-17","finished","-","niklasdewally","","2023-06-06T04:28:14.000Z","20","","0.01","50","100","32","0.01","20","10","1","egi","-0.22479390365950935","0.5392721549504013","europe","5995","399","0.3336572559883388","-0.23919103725632007","0.6363550051815452","brazil","1074","131","0.44974650483945305","30.86150490730642","28","-0.8123570680618286","-0.11549703031778336","0.56","0.732824427480916"
"egi-k1-16","finished","-","niklasdewally","","2023-06-06T04:27:52.000Z","20","","0.01","50","100","32","0.01","20","10","1","egi","-0.22479390365950935","0.5392721549504013","europe","5995","399","0.3336572559883388","-0.23919103725632007","0.6363550051815452","brazil","1074","131","0.44974650483945305","32.583366813981534","29","-0.801336407661438","-0.09203920513391496","0.57","0.7557251908396947"
"egi-k1-15","finished","-","niklasdewally","","2023-06-06T04:27:24.000Z","26","","0.01","50","100","32","0.01","20","10","1","egi","-0.22479390365950935","0.5392721549504013","europe","5995","399","0.3336572559883388","-0.23919103725632007","0.6363550051815452","brazil","1074","131","0.44974650483945305","21.619873204813047","46","-0.991658627986908","-0.05121929943561554","0.59","0.7175572519083969"
"egi-k1-14","finished","-","niklasdewally","","2023-06-06T04:26:53.000Z","28","","0.01","50","100","32","0.01","20","10","1","egi","-0.22479390365950935","0.5392721549504013","europe","5995","399","0.3336572559883388","-0.23919103725632007","0.6363550051815452","brazil","1074","131","0.44974650483945305","59.94183933115232","51","-0.8695695400238037","-0.08343005925416946","0.42","0.6717557251908397"
"egi-k1-13","finished","-","niklasdewally","","2023-06-06T04:26:27.000Z","24","","0.01","50","100","32","0.01","20","10","1","egi","-0.22479390365950935","0.5392721549504013","europe","5995","399","0.3336572559883388","-0.23919103725632007","0.6363550051815452","brazil","1074","131","0.44974650483945305","4.81941437848922","39","-0.8929653167724609","-0.08564940094947815","0.67","0.7022900763358778"
"egi-k1-12","finished","-","niklasdewally","","2023-06-06T04:26:09.000Z","16","","0.01","50","100","32","0.01","20","10","1","egi","-0.22479390365950935","0.5392721549504013","europe","5995","399","0.3336572559883388","-0.23919103725632007","0.6363550051815452","brazil","1074","131","0.44974650483945305","38.26875990205962","16","-0.6433027982711792","-0.03460446372628212","0.53","0.732824427480916"
"egi-k1-11","finished","-","niklasdewally","","2023-06-06T04:25:50.000Z","17","","0.01","50","100","32","0.01","20","10","1","egi","-0.22479390365950935","0.5392721549504013","europe","5995","399","0.3336572559883388","-0.23919103725632007","0.6363550051815452","brazil","1074","131","0.44974650483945305","54.26208651399492","14","-0.7867617607116699","-0.05932789295911789","0.48","0.7404580152671756"
"egi-k1-10","finished","-","niklasdewally","","2023-06-06T04:25:26.000Z","22","","0.01","50","100","32","0.01","20","10","1","egi","-0.22479390365950935","0.5392721549504013","europe","5995","399","0.3336572559883388","-0.23919103725632007","0.6363550051815452","brazil","1074","131","0.44974650483945305","19.032216328114888","34","-0.8713746070861816","-0.08900858461856842","0.59","0.7022900763358778"
"egi-k1-9","finished","-","niklasdewally","","2023-06-06T04:24:56.000Z","28","","0.01","50","100","32","0.01","20","10","1","egi","-0.22479390365950935","0.5392721549504013","europe","5995","399","0.3336572559883388","-0.23919103725632007","0.6363550051815452","brazil","1074","131","0.44974650483945305","13.87811287698662","50","-0.9135022163391112","-0.06009078025817871","0.61","0.6946564885496184"
"egi-k1-8","finished","-","niklasdewally","","2023-06-06T04:24:38.000Z","16","","0.01","50","100","32","0.01","20","10","1","egi","-0.22479390365950935","0.5392721549504013","europe","5995","399","0.3336572559883388","-0.23919103725632007","0.6363550051815452","brazil","1074","131","0.44974650483945305","35.53513008256738","17","-0.6182504296302795","-0.07020999491214752","0.49","0.6641221374045801"
"egi-k1-7","finished","-","niklasdewally","","2023-06-06T04:24:19.000Z","17","","0.01","50","100","32","0.01","20","10","1","egi","-0.22479390365950935","0.5392721549504013","europe","5995","399","0.3336572559883388","-0.23919103725632007","0.6363550051815452","brazil","1074","131","0.44974650483945305","48.091603053435115","19","-0.7866933941841125","-0.1318173706531525","0.5","0.7404580152671756"
"egi-k1-6","finished","-","niklasdewally","","2023-06-06T04:23:59.000Z","18","","0.01","50","100","32","0.01","20","10","1","egi","-0.22479390365950935","0.5392721549504013","europe","5995","399","0.3336572559883388","-0.23919103725632007","0.6363550051815452","brazil","1074","131","0.44974650483945305","34.7103726986978","22","-0.4949294924736023","-0.04195322096347809","0.51","0.6870229007633588"
"egi-k1-5","finished","-","niklasdewally","","2023-06-06T04:23:37.000Z","19","","0.01","50","100","32","0.01","20","10","1","egi","-0.22479390365950935","0.5392721549504013","europe","5995","399","0.3336572559883388","-0.23919103725632007","0.6363550051815452","brazil","1074","131","0.44974650483945305","32.2246455834242","26","-0.691512942314148","-0.08052235841751099","0.56","0.7404580152671756"
"egi-k1-4","finished","-","niklasdewally","","2023-06-06T04:23:14.000Z","21","","0.01","50","100","32","0.01","20","10","1","egi","-0.22479390365950935","0.5392721549504013","europe","5995","399","0.3336572559883388","-0.23919103725632007","0.6363550051815452","brazil","1074","131","0.44974650483945305","33.94786115512025","31","-0.8776309490203857","-0.05134093388915062","0.53","0.7099236641221374"
"egi-k1-3","finished","-","niklasdewally","","2023-06-06T04:22:47.000Z","25","","0.01","50","100","32","0.01","20","10","1","egi","-0.22479390365950935","0.5392721549504013","europe","5995","399","0.3336572559883388","-0.23919103725632007","0.6363550051815452","brazil","1074","131","0.44974650483945305","49.20194309507286","42","-0.9078946113586426","-0.05765780061483383","0.44","0.6564885496183206"
"egi-k1-2","finished","-","niklasdewally","","2023-06-06T04:22:29.000Z","16","","0.01","50","100","32","0.01","20","10","1","egi","-0.22479390365950935","0.5392721549504013","europe","5995","399","0.3336572559883388","-0.23919103725632007","0.6363550051815452","brazil","1074","131","0.44974650483945305","19.27480916030535","16","-0.6085541248321533","-0.05306876450777054","0.64","0.7633587786259542"
"egi-k1-1","finished","-","niklasdewally","","2023-06-06T04:22:11.000Z","16","","0.01","50","100","32","0.01","20","10","1","egi","-0.22479390365950935","0.5392721549504013","europe","5995","399","0.3336572559883388","-0.23919103725632007","0.6363550051815452","brazil","1074","131","0.44974650483945305","55.72519083969465","18","-0.7033922076225281","-0.05448213964700699","0.5","0.7786259541984732"
"egi-k1-0","finished","-","niklasdewally","","2023-06-06T04:21:38.000Z","31","","0.01","50","100","32","0.01","20","10","1","egi","-0.22479390365950935","0.5392721549504013","europe","5995","399","0.3336572559883388","-0.23919103725632007","0.6363550051815452","brazil","1074","131","0.44974650483945305","11.375297209360538","52","-0.9622927904129028","-0.08905114233493805","0.61","0.6793893129770993"
"egi-k2-19","finished","-","niklasdewally","","2023-06-06T04:20:40.000Z","56","","0.01","50","100","32","0.01","20","10","2","egi","-0.22479390365950935","0.5392721549504013","europe","5995","399","0.3336572559883388","-0.23919103725632007","0.6363550051815452","brazil","1074","131","0.44974650483945305","25.30606366124153","24","-1.1860253810882568","-0.2504339814186096","0.53","0.6641221374045801"
"egi-k2-18","finished","-","niklasdewally","","2023-06-06T04:19:56.000Z","42","","0.01","50","100","32","0.01","20","10","2","egi","-0.22479390365950935","0.5392721549504013","europe","5995","399","0.3336572559883388","-0.23919103725632007","0.6363550051815452","brazil","1074","131","0.44974650483945305","27.71579565472695","14","-1.0670251846313477","0.04103174805641174","0.52","0.6641221374045801"
"egi-k2-17","finished","-","niklasdewally","","2023-06-06T04:19:00.000Z","54","","0.01","50","100","32","0.01","20","10","2","egi","-0.22479390365950935","0.5392721549504013","europe","5995","399","0.3336572559883388","-0.23919103725632007","0.6363550051815452","brazil","1074","131","0.44974650483945305","36.20715461757223","22","-1.895674467086792","-0.04930318146944046","0.51","0.6946564885496184"
"egi-k2-16","finished","-","niklasdewally","","2023-06-06T04:18:16.000Z","42","","0.01","50","100","32","0.01","20","10","2","egi","-0.22479390365950935","0.5392721549504013","europe","5995","399","0.3336572559883388","-0.23919103725632007","0.6363550051815452","brazil","1074","131","0.44974650483945305","47.58269720101781","14","-1.051215410232544","-0.1579843908548355","0.45","0.6641221374045801"
"egi-k2-15","finished","-","niklasdewally","","2023-06-06T04:17:38.000Z","36","","0.01","50","100","32","0.01","20","10","2","egi","-0.22479390365950935","0.5392721549504013","europe","5995","399","0.3336572559883388","-0.23919103725632007","0.6363550051815452","brazil","1074","131","0.44974650483945305","15.917444161718972","10","-0.8396268486976624","-0.11958397179841997","0.54","0.6259541984732825"
"egi-k2-14","finished","-","niklasdewally","","2023-06-06T04:16:46.000Z","49","","0.01","50","100","32","0.01","20","10","2","egi","-0.22479390365950935","0.5392721549504013","europe","5995","399","0.3336572559883388","-0.23919103725632007","0.6363550051815452","brazil","1074","131","0.44974650483945305","62.458406733215874","19","-1.4342011213302612","0.014225691556930542","0.39","0.6335877862595419"
"egi-k2-13","finished","-","niklasdewally","","2023-06-06T04:16:17.000Z","26","","0.01","50","100","32","0.01","20","10","2","egi","-0.22479390365950935","0.5392721549504013","europe","5995","399","0.3336572559883388","-0.23919103725632007","0.6363550051815452","brazil","1074","131","0.44974650483945305","24.63000467362518","3","-0.4842456579208374","-0.07863841950893402","0.49","0.6106870229007634"
"egi-k2-12","finished","-","niklasdewally","","2023-06-06T04:15:26.000Z","49","","0.01","50","100","32","0.01","20","10","2","egi","-0.22479390365950935","0.5392721549504013","europe","5995","399","0.3336572559883388","-0.23919103725632007","0.6363550051815452","brazil","1074","131","0.44974650483945305","51.04758811109307","19","-1.6495771408081057","-0.02464640885591507","0.47","0.7099236641221374"
"egi-k2-11","finished","-","niklasdewally","","2023-06-06T04:14:33.000Z","51","","0.01","50","100","32","0.01","20","10","2","egi","-0.22479390365950935","0.5392721549504013","europe","5995","399","0.3336572559883388","-0.23919103725632007","0.6363550051815452","brazil","1074","131","0.44974650483945305","16.51265568501407","20","-1.5461915731430054","-0.19609335064888","0.57","0.6641221374045801"
"egi-k2-10","finished","-","niklasdewally","","2023-06-06T04:13:48.000Z","43","","0.01","50","100","32","0.01","20","10","2","egi","-0.22479390365950935","0.5392721549504013","europe","5995","399","0.3336572559883388","-0.23919103725632007","0.6363550051815452","brazil","1074","131","0.44974650483945305","38.26875990205962","15","-0.9537545442581176","-0.055482715368270874","0.53","0.732824427480916"
"egi-k2-9","finished","-","niklasdewally","","2023-06-06T04:13:00.000Z","46","","0.01","50","100","32","0.01","20","10","2","egi","-0.22479390365950935","0.5392721549504013","europe","5995","399","0.3336572559883388","-0.23919103725632007","0.6363550051815452","brazil","1074","131","0.44974650483945305","64.12213740458014","17","-1.4211194515228271","0.009681809693574904","0.4","0.6564885496183206"
